,0
2998,98
2999,184
3000,38
3001,162
3002,115
3003,136
3004,149
3005,158
3006,75
3007,74
3008,15
3009,126
3010,39
3011,106
3012,159
3013,166
3014,188
3015,114
3016,188
3017,86
3018,113
3019,182
3020,64
3021,141
3022,167
3023,90
3024,78
3025,104
3026,114
3027,114
3028,80
3029,48
3030,187
3031,108
3032,140
3033,175
3034,117
3035,59
3036,54
3037,89
3038,175
3039,164
3040,110
3041,159
3042,56
3043,35
3044,77
3045,33
3046,71
3047,73
3048,180
3049,167
3050,180
3051,79
3052,172
3053,150
3054,109
3055,175
3056,149
3057,117
3058,107
3059,1
3060,118
3061,108
3062,49
3063,79
3064,128
3065,199
3066,18
3067,64
3068,117
3069,8
3070,12
3071,79
3072,32
3073,22
3074,35
3075,186
3076,24
3077,94
3078,157
3079,161
3080,94
3081,158
3082,44
3083,80
3084,165
3085,118
3086,133
3087,9
3088,84
3089,172
3090,69
3091,178
3092,2
3093,58
3094,84
3095,46
3096,14
3097,153
3098,47
3099,82
3100,73
3101,130
3102,140
3103,50
3104,95
3105,86
3106,114
3107,64
3108,67
3109,102
3110,98
3111,69
3112,70
3113,189
3114,183
3115,64
3116,9
3117,36
3118,84
3119,124
3120,166
3121,17
3122,43
3123,50
3124,70
3125,156
3126,53
3127,113
3128,76
3129,18
3130,79
3131,24
3132,118
3133,64
3134,182
3135,37
3136,83
3137,101
3138,157
3139,136
3140,126
3141,195
3142,64
3143,188
3144,100
3145,73
3146,47
3147,177
3148,42
3149,59
3150,161
3151,117
3152,36
3153,45
3154,135
3155,83
3156,164
3157,199
3158,134
3159,55
3160,158
3161,46
3162,0
3163,187
3164,74
3165,166
3166,10
3167,39
3168,121
3169,76
3170,98
3171,165
3172,75
3173,94
3174,55
3175,176
3176,192
3177,62
3178,32
3179,196
3180,161
3181,158
3182,28
3183,126
3184,107
3185,102
3186,75
3187,118
3188,88
3189,60
3190,5
3191,141
3192,181
3193,12
3194,129
3195,164
3196,195
3197,171
3198,99
3199,75
3200,127
3201,102
3202,105
3203,55
3204,58
3205,98
3206,156
3207,15
3208,82
3209,110
3210,109
3211,198
3212,193
3213,23
3214,65
3215,106
3216,87
3217,104
3218,13
3219,196
3220,75
3221,54
3222,67
3223,34
3224,25
3225,150
3226,45
3227,54
3228,65
3229,35
3230,66
3231,46
3232,102
3233,45
3234,154
3235,41
3236,193
3237,104
3238,2
3239,190
3240,54
3241,198
3242,174
3243,193
3244,155
3245,9
3246,71
3247,45
3248,94
3249,16
3250,59
3251,107
3252,59
3253,16
3254,105
3255,179
3256,173
3257,19
3258,185
3259,98
3260,79
3261,58
3262,84
3263,102
3264,118
3265,162
3266,6
3267,177
3268,151
3269,52
3270,54
3271,140
3272,144
3273,176
3274,144
3275,11
3276,55
3277,12
3278,43
3279,94
3280,120
3281,19
3282,2
3283,79
3284,138
3285,27
3286,39
3287,9
3288,44
3289,154
3290,90
3291,107
3292,158
3293,99
3294,43
3295,7
3296,197
3297,184
3298,93
3299,103
3300,135
3301,167
3302,36
3303,90
3304,11
3305,144
3306,128
3307,4
3308,173
3309,166
3310,96
3311,173
3312,181
3313,94
3314,58
3315,153
3316,196
3317,63
3318,44
3319,27
3320,47
3321,26
3322,2
3323,6
3324,37
3325,173
3326,183
3327,106
3328,132
3329,184
3330,103
3331,68
3332,79
3333,121
3334,55
3335,97
3336,36
3337,184
3338,56
3339,57
3340,72
3341,192
3342,16
3343,118
3344,138
3345,66
3346,72
3347,79
3348,98
3349,72
3350,28
3351,165
3352,114
3353,84
3354,84
3355,80
3356,169
3357,185
3358,0
3359,43
3360,196
3361,177
3362,107
3363,197
3364,182
3365,106
3366,81
3367,89
3368,192
3369,75
3370,97
3371,125
3372,40
3373,169
3374,19
3375,84
3376,153
3377,128
3378,76
3379,83
3380,53
3381,98
3382,24
3383,57
3384,112
3385,146
3386,110
3387,16
3388,151
3389,151
3390,40
3391,7
3392,67
3393,126
3394,124
3395,190
3396,90
3397,52
3398,22
3399,81
3400,92
3401,191
3402,22
3403,74
3404,38
3405,41
3406,75
3407,138
3408,6
3409,32
3410,4
3411,164
3412,123
3413,27
3414,159
3415,99
3416,163
3417,52
3418,75
3419,40
3420,77
3421,7
3422,120
3423,61
3424,150
3425,137
3426,64
3427,95
3428,172
3429,34
3430,62
3431,86
3432,56
3433,132
3434,167
3435,103
3436,44
3437,176
3438,142
3439,163
3440,60
3441,50
3442,115
3443,108
3444,144
3445,153
3446,55
3447,171
3448,174
3449,106
3450,47
3451,197
3452,162
3453,27
3454,192
3455,104
3456,35
3457,137
3458,172
3459,116
3460,190
3461,113
3462,110
3463,60
3464,93
3465,129
3466,158
3467,100
3468,32
3469,21
3470,180
3471,172
3472,189
3473,75
3474,198
3475,48
3476,89
3477,77
3478,62
3479,168
3480,47
3481,133
3482,46
3483,0
3484,14
3485,195
3486,83
3487,85
3488,110
3489,148
3490,166
3491,11
3492,37
3493,4
3494,135
3495,114
3496,126
3497,43
3498,139
3499,38
3500,128
3501,57
3502,129
3503,120
3504,18
3505,178
3506,106
3507,194
3508,150
3509,106
3510,20
3511,175
3512,31
3513,56
3514,1
3515,39
3516,85
3517,64
3518,174
3519,191
3520,85
3521,84
3522,89
3523,45
3524,44
3525,56
3526,76
3527,176
3528,37
3529,89
3530,174
3531,143
3532,13
3533,123
3534,30
3535,103
3536,159
3537,124
3538,102
3539,118
3540,154
3541,144
3542,21
3543,38
3544,2
3545,72
3546,42
3547,171
3548,124
3549,10
3550,62
3551,55
3552,56
3553,107
3554,39
3555,17
3556,67
3557,52
3558,192
3559,86
3560,145
3561,6
3562,24
3563,155
3564,62
3565,162
3566,172
3567,106
3568,128
3569,79
3570,37
3571,106
3572,183
3573,149
3574,70
3575,151
3576,158
3577,186
3578,50
3579,156
3580,132
3581,71
3582,46
3583,117
3584,80
3585,178
3586,72
3587,137
3588,6
3589,133
3590,183
3591,19
3592,195
3593,127
3594,24
3595,123
3596,134
3597,184
3598,128
3599,15
3600,2
3601,126
3602,36
3603,74
3604,178
3605,120
3606,62
3607,13
3608,80
3609,172
3610,107
3611,152
3612,94
3613,18
3614,7
3615,0
3616,11
3617,53
3618,121
3619,3
3620,155
3621,68
3622,159
3623,21
3624,100
3625,37
3626,72
3627,42
3628,180
3629,63
3630,155
3631,149
3632,69
3633,31
3634,17
3635,191
3636,125
3637,92
3638,113
3639,43
3640,5
3641,156
3642,7
3643,46
3644,109
3645,157
3646,26
3647,180
3648,55
3649,121
3650,39
3651,69
3652,89
3653,163
3654,188
3655,187
3656,189
3657,79
3658,135
3659,99
3660,42
3661,96
3662,65
3663,55
3664,49
3665,83
3666,147
3667,162
3668,178
3669,196
3670,92
3671,29
3672,117
3673,154
3674,71
3675,101
3676,147
3677,185
3678,162
3679,199
3680,196
3681,165
3682,194
3683,195
3684,184
3685,159
3686,73
3687,151
3688,148
3689,195
3690,177
3691,90
3692,85
3693,185
3694,165
3695,183
3696,47
3697,177
3698,2
3699,195
3700,47
3701,195
3702,142
3703,128
3704,186
3705,66
3706,93
3707,118
3708,36
3709,141
3710,147
3711,18
3712,187
3713,92
3714,62
3715,154
3716,167
3717,85
3718,179
3719,192
3720,55
3721,91
3722,54
3723,62
3724,184
3725,135
3726,93
3727,16
3728,95
3729,12
3730,52
3731,30
3732,1
3733,95
3734,185
3735,8
3736,22
3737,131
3738,4
3739,70
3740,63
3741,101
3742,183
3743,52
3744,50
3745,130
3746,62
3747,156
3748,185
3749,17
3750,0
3751,42
3752,52
3753,3
3754,150
3755,26
3756,13
3757,80
3758,147
3759,28
3760,76
3761,196
3762,150
3763,26
3764,179
3765,87
3766,54
3767,82
3768,159
3769,97
3770,28
3771,185
3772,91
3773,72
3774,53
3775,47
3776,42
3777,103
3778,143
3779,36
3780,14
3781,19
3782,122
3783,63
3784,76
3785,36
3786,189
3787,136
3788,172
3789,26
3790,71
3791,25
3792,74
3793,106
3794,1
3795,15
3796,132
3797,109
3798,53
3799,71
3800,26
3801,1
3802,2
3803,132
3804,2
3805,172
3806,63
3807,181
3808,101
3809,164
3810,95
3811,198
3812,21
3813,186
3814,25
3815,49
3816,97
3817,137
3818,114
3819,187
3820,169
3821,149
3822,80
3823,135
3824,36
3825,92
3826,34
3827,70
3828,185
3829,126
3830,167
3831,75
3832,180
3833,186
3834,141
3835,86
3836,77
3837,145
3838,58
3839,187
3840,180
3841,71
3842,22
3843,13
3844,133
3845,47
3846,163
3847,102
3848,65
3849,148
3850,164
3851,75
3852,57
3853,21
3854,109
3855,62
3856,140
3857,89
3858,98
3859,116
3860,87
3861,136
3862,130
3863,136
3864,108
3865,149
3866,21
3867,146
3868,22
3869,142
3870,150
3871,28
3872,172
3873,171
3874,184
3875,112
3876,161
3877,179
3878,9
3879,25
3880,125
3881,33
3882,162
3883,69
3884,123
3885,85
3886,9
3887,61
3888,122
3889,136
3890,32
3891,32
3892,51
3893,186
3894,134
3895,102
3896,76
3897,110
3898,103
3899,100
3900,30
3901,52
3902,45
3903,81
3904,71
3905,133
3906,66
3907,176
3908,181
3909,71
3910,106
3911,97
3912,101
3913,123
3914,59
3915,94
3916,135
3917,90
3918,84
3919,110
3920,179
3921,59
3922,197
3923,64
3924,91
3925,39
3926,122
3927,192
3928,197
3929,192
3930,53
3931,119
3932,14
3933,38
3934,94
3935,126
3936,51
3937,101
3938,67
3939,24
3940,179
3941,136
3942,15
3943,4
3944,63
3945,163
3946,198
3947,198
3948,165
3949,28
3950,29
3951,112
3952,138
3953,50
3954,87
3955,194
3956,186
3957,135
3958,191
3959,70
3960,63
3961,87
3962,20
3963,177
3964,58
3965,174
3966,152
3967,42
3968,10
3969,195
3970,44
3971,193
3972,3
3973,178
3974,153
3975,105
3976,6
3977,33
3978,182
3979,172
3980,123
3981,179
3982,30
3983,67
3984,60
3985,5
3986,84
3987,86
3988,197
3989,20
3990,168
3991,199
3992,12
3993,194
3994,109
3995,52
3996,196
3997,62
3998,57
3999,4
4000,85
4001,168
4002,170
4003,180
4004,158
4005,170
4006,93
4007,184
4008,26
4009,186
4010,157
4011,17
4012,147
4013,139
4014,122
4015,125
4016,152
4017,184
4018,19
4019,90
4020,61
4021,155
4022,187
4023,124
4024,1
4025,1
4026,85
4027,112
4028,122
4029,28
4030,192
4031,195
4032,35
4033,162
4034,193
4035,122
4036,21
4037,73
4038,1
4039,123
4040,112
4041,89
4042,36
4043,7
4044,90
4045,8
4046,111
4047,155
4048,126
4049,102
4050,166
4051,97
4052,117
4053,178
4054,149
4055,31
4056,81
4057,74
4058,75
4059,14
4060,13
4061,81
4062,110
4063,35
4064,190
4065,148
4066,56
4067,92
4068,133
4069,40
4070,42
4071,134
4072,137
4073,104
4074,87
4075,177
4076,117
4077,141
4078,145
4079,113
4080,14
4081,31
4082,134
4083,139
4084,94
4085,147
4086,153
4087,19
4088,34
4089,143
4090,171
4091,95
4092,85
4093,115
4094,65
4095,24
4096,179
4097,96
4098,142
4099,154
4100,37
4101,77
4102,164
4103,38
4104,60
4105,100
4106,100
4107,196
4108,100
4109,80
4110,165
4111,150
4112,111
4113,74
4114,138
4115,175
4116,131
4117,186
4118,68
4119,8
4120,84
4121,172
4122,185
4123,37
4124,14
4125,35
4126,52
4127,83
4128,71
4129,177
4130,11
4131,192
4132,5
4133,75
4134,118
4135,10
4136,116
4137,104
4138,89
4139,111
4140,65
4141,162
4142,61
4143,174
4144,25
4145,72
4146,54
4147,139
4148,146
4149,99
4150,123
4151,85
4152,33
4153,197
4154,147
4155,12
4156,94
4157,53
4158,4
4159,73
4160,96
4161,152
4162,193
4163,136
4164,49
4165,52
4166,183
4167,78
4168,152
4169,169
4170,65
4171,157
4172,4
4173,86
4174,168
4175,135
4176,73
4177,153
4178,75
4179,80
4180,165
4181,23
4182,73
4183,38
4184,18
4185,66
4186,119
4187,134
4188,15
4189,48
4190,31
4191,53
4192,27
4193,198
4194,96
4195,52
4196,93
4197,38
4198,167
4199,117
4200,18
4201,37
4202,31
4203,11
4204,194
4205,175
4206,123
4207,22
4208,19
4209,121
4210,147
4211,172
4212,188
4213,33
4214,137
4215,96
4216,97
4217,158
4218,47
4219,116
4220,90
4221,154
4222,78
4223,139
4224,189
4225,54
4226,20
4227,23
4228,111
4229,44
4230,63
4231,49
4232,67
4233,140
4234,169
4235,181
4236,173
4237,147
4238,42
4239,136
4240,67
4241,188
4242,119
4243,28
4244,190
4245,4
4246,178
4247,176
4248,11
4249,172
4250,146
4251,33
4252,145
4253,3
4254,125
4255,92
4256,17
4257,40
4258,21
4259,19
4260,190
4261,3
4262,54
4263,97
4264,176
4265,40
4266,86
4267,118
4268,81
4269,119
4270,157
4271,159
4272,113
4273,39
4274,38
4275,103
4276,41
4277,177
4278,107
4279,15
4280,27
4281,97
4282,43
4283,189
4284,145
4285,193
4286,26
4287,36
4288,19
4289,138
4290,134
4291,23
4292,198
4293,38
4294,23
4295,85
4296,19
4297,129
4298,35
4299,20
4300,123
4301,141
4302,22
4303,90
4304,93
4305,102
4306,122
4307,135
4308,53
4309,111
4310,81
4311,17
4312,91
4313,153
4314,43
4315,154
4316,145
4317,120
4318,7
4319,28
4320,93
4321,161
4322,132
4323,182
4324,84
4325,60
4326,115
4327,135
4328,93
4329,99
4330,32
4331,193
4332,154
4333,166
4334,158
4335,194
4336,195
4337,144
4338,193
4339,34
4340,78
4341,114
4342,8
4343,11
4344,181
4345,176
4346,146
4347,8
4348,46
4349,103
4350,112
4351,38
4352,173
4353,82
4354,189
4355,116
4356,171
4357,108
4358,60
4359,8
4360,69
4361,21
4362,114
4363,9
4364,161
4365,25
4366,191
4367,125
4368,186
4369,40
4370,32
4371,179
4372,116
4373,163
4374,85
4375,114
4376,72
4377,155
4378,85
4379,111
4380,199
4381,158
4382,190
4383,182
4384,173
4385,188
4386,100
4387,19
4388,199
4389,64
4390,7
4391,187
4392,29
4393,119
4394,7
4395,89
4396,6
4397,199
4398,195
4399,180
4400,56
4401,124
4402,120
4403,165
4404,15
4405,28
4406,171
4407,173
4408,69
4409,49
4410,199
4411,82
4412,61
4413,118
4414,102
4415,5
4416,62
4417,29
4418,62
4419,115
4420,179
4421,156
4422,151
4423,27
4424,108
4425,145
4426,118
4427,11
4428,3
4429,48
4430,79
4431,61
4432,188
4433,11
4434,197
4435,67
4436,90
4437,145
4438,180
4439,191
4440,91
4441,138
4442,32
4443,22
4444,199
4445,19
4446,155
4447,166
4448,47
4449,107
4450,11
4451,59
4452,185
4453,101
4454,120
4455,199
4456,188
4457,137
4458,57
4459,182
4460,161
4461,140
4462,9
4463,7
4464,23
4465,38
4466,144
4467,25
4468,193
4469,175
4470,189
4471,189
4472,7
4473,109
4474,134
4475,11
4476,66
4477,128
4478,113
4479,20
4480,32
4481,185
4482,95
4483,59
4484,82
4485,198
4486,17
4487,93
4488,27
4489,92
4490,79
4491,24
4492,194
4493,99
4494,139
4495,185
4496,102
4497,49
4498,10
4499,64
4500,109
4501,121
4502,193
4503,22
4504,15
4505,84
4506,17
4507,0
4508,69
4509,41
4510,109
4511,191
4512,77
4513,175
4514,171
4515,19
4516,92
4517,143
4518,112
4519,40
4520,161
4521,72
4522,6
4523,24
4524,114
4525,47
4526,95
4527,194
4528,119
4529,72
4530,127
4531,123
4532,5
4533,44
4534,45
4535,95
4536,5
4537,32
4538,6
4539,155
4540,139
4541,148
4542,49
4543,18
4544,109
4545,52
4546,45
4547,188
4548,59
4549,131
4550,124
4551,92
4552,110
4553,151
4554,114
4555,91
4556,169
4557,1
4558,198
4559,79
4560,139
4561,33
4562,99
4563,51
4564,78
4565,28
4566,21
4567,107
4568,121
4569,44
4570,139
4571,67
4572,120
4573,115
4574,189
4575,96
4576,12
4577,92
4578,161
4579,197
4580,3
4581,11
4582,6
4583,70
4584,62
4585,151
4586,56
4587,176
4588,180
4589,101
4590,146
4591,178
4592,3
4593,69
4594,24
4595,130
4596,8
4597,194
4598,119
4599,172
4600,177
4601,114
4602,128
4603,126
4604,148
4605,137
4606,51
4607,20
4608,169
4609,94
4610,97
4611,106
4612,114
4613,107
4614,152
4615,19
4616,23
4617,130
4618,180
4619,107
4620,123
4621,86
4622,65
4623,131
4624,63
4625,172
4626,199
4627,138
4628,130
4629,112
4630,151
4631,139
4632,181
4633,80
4634,65
4635,94
4636,173
4637,128
4638,46
4639,52
4640,179
4641,38
4642,179
4643,101
4644,187
4645,82
4646,49
4647,15
4648,193
4649,48
4650,87
4651,14
4652,19
4653,64
4654,122
4655,106
4656,0
4657,101
4658,191
4659,139
4660,120
4661,136
4662,14
4663,99
4664,35
4665,135
4666,2
4667,120
4668,8
4669,28
4670,8
4671,16
4672,138
4673,75
4674,145
4675,165
4676,84
4677,10
4678,1
4679,98
4680,9
4681,187
4682,50
4683,32
4684,17
4685,42
4686,69
4687,118
4688,164
4689,63
4690,166
4691,15
4692,161
4693,158
4694,111
4695,149
4696,91
4697,71
4698,52
4699,0
4700,34
4701,76
4702,170
4703,169
4704,156
4705,136
4706,191
4707,185
4708,21
4709,60
4710,158
4711,164
4712,169
4713,183
4714,166
4715,97
4716,72
4717,177
4718,117
4719,109
4720,127
4721,74
4722,126
4723,54
4724,153
4725,82
4726,108
4727,40
4728,18
4729,133
4730,154
4731,2
4732,127
4733,184
4734,60
4735,89
4736,152
4737,19
4738,135
4739,139
4740,9
4741,104
4742,37
4743,136
4744,190
4745,180
4746,35
4747,1
4748,73
4749,39
4750,67
4751,138
4752,104
4753,49
4754,163
4755,156
4756,19
4757,150
4758,180
4759,105
4760,131
4761,20
4762,136
4763,120
4764,153
4765,0
4766,30
4767,58
4768,84
4769,91
4770,65
4771,52
4772,155
4773,83
4774,195
4775,73
4776,134
4777,151
4778,195
4779,163
4780,4
4781,131
4782,112
4783,68
4784,99
4785,175
4786,89
4787,151
4788,44
4789,36
4790,175
4791,146
4792,115
4793,126
4794,158
4795,108
